Year,Month,Day,DOY,Flow_cms_obs,Flow_growing,Flow_nongrowing,Flow_NLCD16,Date
2015,4,27,117,1.5,1.156,1.284,1.268,4/27/2015
2015,4,28,118,1.38,0.9616,1.057,1.143,4/28/2015
2015,4,29,119,1.32,0.8269,0.9172,1.221,4/29/2015
2015,4,30,120,1.33,0.7764,0.8488,1.16,4/30/2015
2015,5,1,121,2.39,0.7209,0.779,1.079,5/1/2015
2015,5,2,122,1.46,0.6933,0.7142,1.017,5/2/2015
2015,5,3,123,1.27,0.6624,0.6647,0.968,5/3/2015
2015,5,4,124,1.35,0.6449,0.6306,0.9438,5/4/2015
2015,5,5,125,1.22,0.6311,0.6097,0.9267,5/5/2015
2015,5,6,126,2.26,0.6185,0.5853,0.9017,5/6/2015
2015,5,7,127,2.36,0.6015,0.564,0.876,5/7/2015
2015,5,8,128,1.26,0.5817,0.5382,0.8475,5/8/2015
2015,5,9,129,1.14,0.5703,0.5234,0.8255,5/9/2015
2015,5,10,130,1.1,0.5508,0.5034,0.8049,5/10/2015
2015,5,11,131,1.21,0.5473,0.4938,0.7925,5/11/2015
2015,5,12,132,1.14,0.5278,0.4774,0.768,5/12/2015
2015,5,13,133,0.96,0.5164,0.4661,0.745,5/13/2015
2015,5,14,134,0.92,0.509,0.4522,0.7329,5/14/2015
2015,5,15,135,0.91,0.4886,0.4438,0.7141,5/15/2015
2015,5,16,136,1.8,2.237,2.214,1.892,5/16/2015
2015,5,17,137,3.43,1.943,1.755,1.622,5/17/2015
2015,5,18,138,1.37,2.293,2.124,1.696,5/18/2015
2015,5,19,139,12.74,1.808,2.268,1.2,5/19/2015
2015,5,20,140,1.83,1.688,1.645,1.032,5/20/2015
2015,5,21,141,1.85,1.551,1.859,1.19,5/21/2015
2015,5,22,142,1.62,1.026,1.323,0.9087,5/22/2015
2015,5,23,143,1.14,0.7058,0.9402,0.7293,5/23/2015
2015,5,24,144,1.03,0.5388,0.714,0.6117,5/24/2015
2015,5,25,145,0.99,0.4482,0.5843,0.5277,5/25/2015
2015,5,26,146,0.95,0.4007,0.4977,0.464,5/26/2015
2015,5,27,147,0.96,4.014,4.351,2.356,5/27/2015
2015,5,28,148,1.13,3.037,3.168,1.825,5/28/2015
2015,5,29,149,0.9,1.977,2.12,1.876,5/29/2015
2015,5,30,150,0.96,1.494,1.729,0.9098,5/30/2015
2015,5,31,151,0.91,0.6412,0.9704,0.524,5/31/2015
2015,6,1,152,2.13,0.3335,0.6529,0.3576,6/1/2015
2015,6,2,153,2.97,0.3775,0.6856,0.3888,6/2/2015
2015,6,3,154,1.45,0.2672,0.5168,0.3099,6/3/2015
2015,6,4,155,2.09,2.005,2.269,1.655,6/4/2015
2015,6,5,156,2.86,2.122,2.272,1.227,6/5/2015
2015,6,6,157,1.43,1.392,1.568,0.7428,6/6/2015
2015,6,7,158,1.16,0.7106,0.9511,0.4609,6/7/2015
2015,6,8,159,3.71,3.948,4.506,2.243,6/8/2015
2015,6,9,160,8.35,2.924,3.17,1.888,6/9/2015
2015,6,10,161,1.44,1.903,2.056,1.602,6/10/2015
2015,6,11,162,1.02,1.446,1.714,0.7764,6/11/2015
2015,6,12,163,0.89,0.6372,1.016,0.4615,6/12/2015
2015,6,13,164,1.05,0.3208,0.6845,0.3073,6/13/2015
2015,6,14,165,1.06,0.1825,0.5059,0.2306,6/14/2015
2015,6,15,166,1.08,0.5829,0.9549,0.4585,6/15/2015
2015,6,16,167,1.19,0.4302,0.7018,0.3495,6/16/2015
2015,6,17,168,0.81,1.194,1.517,0.7745,6/17/2015
2015,6,18,169,5.58,2.118,2.369,1.635,6/18/2015
2015,6,19,170,4.13,1.887,1.731,1.171,6/19/2015
2015,6,20,171,3.45,5.756,6.338,3.289,6/20/2015
2015,6,21,172,17.53,3.85,4.231,2.359,6/21/2015
2015,6,22,173,2.04,2.156,2.382,2.068,6/22/2015
2015,6,23,174,3.57,2.759,3.078,2.089,6/23/2015
2015,6,24,175,5.13,1.994,2.075,1.239,6/24/2015
2015,6,25,176,1.7,1.92,2.316,1.42,6/25/2015
2015,6,26,177,2.55,1.827,1.961,1.053,6/26/2015
2015,6,27,178,16.54,8.702,9.714,8.113,6/27/2015
2015,6,28,179,12.12,6.795,7.512,5.471,6/28/2015
2015,6,29,180,2.23,3.656,4.085,3.074,6/29/2015
2015,6,30,181,1.46,2.214,2.363,1.983,6/30/2015
2015,7,1,182,2.46,1.636,2.204,1.678,7/1/2015
2015,7,2,183,1.76,0.6925,1.316,0.8784,7/2/2015
2015,7,3,184,1.35,0.3571,0.9048,0.5751,7/3/2015
2015,7,4,185,2.61,3.085,3.598,2.959,7/4/2015
2015,7,5,186,2.11,2.464,2.641,2.237,7/5/2015
2015,7,6,187,1.27,2.938,3.19,2.476,7/6/2015
2015,7,7,188,1.16,1.956,2.128,1.832,7/7/2015
2015,7,8,189,8.78,13.69,13.87,15.34,7/8/2015
2015,7,9,190,19.23,8.115,8.363,7.879,7/9/2015
2015,7,10,191,2.3,4.125,4.329,4,7/10/2015
2015,7,11,192,1.48,2.396,2.452,2.317,7/11/2015
2015,7,12,193,1.2,1.857,2.364,2.05,7/12/2015
2015,7,13,194,1.19,1.315,1.981,1.375,7/13/2015
2015,7,14,195,1.16,0.862,1.44,1.11,7/14/2015
2015,7,15,196,1.07,0.6276,1.088,0.8882,7/15/2015
2015,7,16,197,0.97,0.5239,0.88,0.7621,7/16/2015
2015,7,17,198,0.9,0.479,0.7592,0.6949,7/17/2015
2015,7,18,199,0.94,0.4777,0.6854,0.6626,7/18/2015
2015,7,19,200,0.93,0.4811,0.6361,0.6443,7/19/2015
2015,7,20,201,0.82,0.4891,0.6007,0.6274,7/20/2015
2015,7,21,202,0.79,0.4922,0.5745,0.6172,7/21/2015
2015,7,22,203,0.76,0.5105,0.56,0.6132,7/22/2015
2015,7,23,204,0.67,0.5196,0.5521,0.6085,7/23/2015
2015,7,24,205,0.64,0.5292,0.55,0.6054,7/24/2015
2015,7,25,206,0.62,0.5404,0.5461,0.5987,7/25/2015
2015,7,26,207,0.6,0.5501,0.5439,0.5964,7/26/2015
2015,7,27,208,2.24,1.4,1.492,1.101,7/27/2015
2015,7,28,209,1.6,1.179,1.258,0.9118,7/28/2015
2015,7,29,210,0.84,0.8984,0.9439,0.7536,7/29/2015
2015,7,30,211,3.68,4.941,5.432,3.062,7/30/2015
2015,7,31,212,1.7,3.73,3.872,2.318,7/31/2015
2015,8,1,213,0.8,2.38,2.3,1.748,8/1/2015
2015,8,2,214,0.65,2.113,2.367,1.711,8/2/2015
2015,8,3,215,0.59,1.262,1.497,1.048,8/3/2015
2015,8,4,216,0.55,1.151,1.429,0.9476,8/4/2015
2015,8,5,217,0.6,0.8848,1.133,0.7823,8/5/2015
2015,8,6,218,0.5,0.7285,0.926,0.6908,8/6/2015
2015,8,7,219,0.51,0.6408,0.7843,0.6284,8/7/2015
2015,8,8,220,0.51,0.5933,0.7013,0.5958,8/8/2015
2015,8,9,221,0.46,0.566,0.6454,0.5755,8/9/2015
2015,8,10,222,1.55,0.7447,0.823,0.673,8/10/2015
2015,8,11,223,0.71,0.6783,0.7338,0.6228,8/11/2015
2015,8,12,224,0.55,0.6125,0.6474,0.5763,8/12/2015
2015,8,13,225,0.47,0.5661,0.5842,0.5489,8/13/2015
2015,8,14,226,0.46,0.5383,0.5458,0.5269,8/14/2015
2015,8,15,227,0.43,0.5236,0.5192,0.51,8/15/2015
2015,8,16,228,0.38,0.509,0.5019,0.4991,8/16/2015
2015,8,17,229,0.35,0.5,0.4848,0.4831,8/17/2015
2015,8,18,230,0.34,0.5116,0.495,0.4867,8/18/2015
2015,8,19,231,0.33,0.7223,0.7301,0.6007,8/19/2015
2015,8,20,232,0.73,1.689,1.798,1.241,8/20/2015
2015,8,21,233,1.1,1.277,1.5,0.9362,8/21/2015
2015,8,22,234,0.48,1.024,1.054,0.6911,8/22/2015
2015,8,23,235,0.37,0.764,0.7739,0.5536,8/23/2015
2015,8,24,236,0.36,0.6678,0.6957,0.5236,8/24/2015
2015,8,25,237,0.48,0.5563,0.5931,0.4646,8/25/2015
2015,8,26,238,0.31,0.4912,0.5173,0.4047,8/26/2015
2015,8,27,239,0.27,0.453,0.4703,0.3658,8/27/2015
2015,8,28,240,0.26,0.4301,0.4396,0.3265,8/28/2015
2015,8,29,241,0.26,0.4126,0.4136,0.2699,8/29/2015
2015,8,30,242,0.25,0.4019,0.3983,0.2338,8/30/2015
2015,8,31,243,0.26,0.3932,0.3887,0.2172,8/31/2015
2015,9,1,244,0.25,0.3849,0.3752,0.2042,9/1/2015
2015,9,2,245,0.23,0.3758,0.3624,0.1941,9/2/2015
2015,9,3,246,0.23,0.3657,0.3537,0.1876,9/3/2015
2015,9,4,247,0.23,0.3852,0.3713,0.1913,9/4/2015
2015,9,5,248,0.27,0.3744,0.3608,0.1843,9/5/2015
2015,9,6,249,0.23,0.3588,0.3446,0.1709,9/6/2015
2015,9,7,250,0.2,0.3386,0.328,0.1473,9/7/2015
2015,9,8,251,0.23,0.3267,0.3195,0.1291,9/8/2015
2015,9,9,252,0.35,0.3118,0.3071,0.1189,9/9/2015
2015,9,10,253,0.44,0.3276,0.3235,0.1231,9/10/2015
2015,9,11,254,0.32,0.2468,0.3044,0.1065,9/11/2015
2015,9,12,255,0.24,0.3774,0.5074,0.1867,9/12/2015
2015,9,13,256,0.28,0.3038,0.4259,0.1633,9/13/2015
2015,9,14,257,0.21,0.2208,0.3068,0.1365,9/14/2015
2015,9,15,258,0.18,0.163,0.2323,0.1134,9/15/2015
2015,9,16,259,0.18,0.116,0.1795,0.09426,9/16/2015
2015,9,17,260,0.18,0.08883,0.1504,0.08247,9/17/2015
2015,9,18,261,0.17,0.07071,0.1292,0.06549,9/18/2015
2015,9,19,262,0.16,0.06131,0.1162,0.0568,9/19/2015
2015,9,20,263,0.15,0.0576,0.1061,0.04842,9/20/2015
2015,9,21,264,0.15,0.4357,0.5038,0.2357,9/21/2015
2015,9,22,265,0.26,0.4665,0.5391,0.255,9/22/2015
2015,9,23,266,0.26,0.3301,0.3753,0.1912,9/23/2015
2015,9,24,267,0.2,0.223,0.257,0.1419,9/24/2015
2015,9,25,268,0.18,0.1569,0.191,0.1072,9/25/2015
2015,9,26,269,0.19,0.1202,0.157,0.0892,9/26/2015
2015,9,27,270,0.18,0.1013,0.1368,0.0765,9/27/2015
2015,9,28,271,0.17,0.0889,0.1229,0.07002,9/28/2015
2015,9,29,272,2.94,6.645,7.562,3.336,9/29/2015
2015,9,30,273,12.63,4.73,5.109,2.368,9/30/2015
2015,10,1,274,1.68,3.203,3.348,1.931,10/1/2015
2015,10,2,275,5.72,6.705,7.403,3.625,10/2/2015
2015,10,3,276,6.23,5.27,5.85,2.963,10/3/2015
2015,10,4,277,1.49,2.954,3.327,2.03,10/4/2015
2015,10,5,278,0.82,1.776,2.256,1.726,10/5/2015
2015,10,6,279,0.64,1.336,1.831,0.8803,10/6/2015
2015,10,7,280,0.57,0.5831,1.072,0.5477,10/7/2015
2015,10,8,281,0.52,0.2982,0.7276,0.3951,10/8/2015
2015,10,9,282,0.77,0.2758,0.6529,0.3834,10/9/2015
2015,10,10,283,1.19,0.1968,0.5014,0.3153,10/10/2015
2015,10,11,284,0.58,0.1381,0.3868,0.2621,10/11/2015
2015,10,12,285,0.51,0.09888,0.3066,0.2277,10/12/2015
2015,10,13,286,0.48,0.07382,0.2451,0.1964,10/13/2015
2015,10,14,287,0.44,0.05478,0.2031,0.1738,10/14/2015
2015,10,15,288,0.44,0.04566,0.1691,0.1609,10/15/2015
2015,10,16,289,0.43,0.03771,0.1412,0.1455,10/16/2015
2015,10,17,290,0.41,0.03272,0.1202,0.134,10/17/2015
2015,10,18,291,0.4,0.03165,0.1087,0.124,10/18/2015
2015,10,19,292,0.39,0.02961,0.09857,0.1156,10/19/2015
2015,10,20,293,0.4,0.02846,0.08936,0.1057,10/20/2015
2015,10,21,294,0.41,0.02759,0.08116,0.09822,10/21/2015
2015,10,22,295,0.43,0.02785,0.07446,0.09221,10/22/2015
2015,10,23,296,0.42,0.02596,0.06868,0.08354,10/23/2015
2015,10,24,297,0.39,0.02347,0.06307,0.07835,10/24/2015
2015,10,25,298,0.39,0.03502,0.06289,0.08513,10/25/2015
2015,10,26,299,0.4,0.03573,0.05944,0.07841,10/26/2015
2015,10,27,300,0.39,0.034,0.05606,0.07428,10/27/2015
2015,10,28,301,3.23,10.71,11.53,8.595,10/28/2015
2015,10,29,302,4.42,7.006,7.302,5.064,10/29/2015
2015,10,30,303,0.89,3.609,3.651,2.699,10/30/2015
2015,10,31,304,0.61,2.04,2.22,2.086,10/31/2015
2015,11,1,305,0.57,1.485,1.699,1.041,11/1/2015
2015,11,2,306,0.56,0.6253,0.9136,0.5952,11/2/2015
2015,11,3,307,0.52,0.3119,0.595,0.3799,11/3/2015
2015,11,4,308,0.49,0.2214,0.4776,0.3021,11/4/2015
2015,11,5,309,0.75,0.1468,0.3606,0.2327,11/5/2015
2015,11,6,310,0.61,0.09805,0.2826,0.1882,11/6/2015
2015,11,7,311,0.88,0.2698,0.4502,0.2891,11/7/2015
2015,11,8,312,0.86,0.2215,0.3563,0.2387,11/8/2015
2015,11,9,313,0.58,1.702,1.979,1.134,11/9/2015
2015,11,10,314,3.99,1.702,1.909,1.123,11/10/2015
2015,11,11,315,1.57,1.172,1.259,0.6863,11/11/2015
2015,11,12,316,0.91,0.6522,0.7749,0.433,11/12/2015
2015,11,13,317,0.76,0.3601,0.4984,0.2972,11/13/2015
2015,11,14,318,0.63,0.2069,0.3494,0.2254,11/14/2015
2015,11,15,319,0.57,0.1281,0.2669,0.1792,11/15/2015
2015,11,16,320,0.57,0.08435,0.2115,0.1517,11/16/2015
2015,11,17,321,0.56,0.06002,0.1719,0.1323,11/17/2015
2015,11,18,322,0.57,0.04533,0.1432,0.1171,11/18/2015
2015,11,19,323,1.4,0.9535,1.175,0.6498,11/19/2015
2015,11,20,324,1.77,0.7457,0.8897,0.4742,11/20/2015
2015,11,21,325,0.8,0.4445,0.5354,0.3124,11/21/2015
2015,11,22,326,0.68,0.2621,0.3246,0.2178,11/22/2015
2015,11,23,327,0.61,0.1577,0.2203,0.1622,11/23/2015
2015,11,24,328,0.57,0.1017,0.1642,0.1286,11/24/2015
2015,11,25,329,0.58,0.06791,0.131,0.1066,11/25/2015
2015,11,26,330,0.56,0.05118,0.1096,0.0935,11/26/2015
2015,11,27,331,0.56,0.03724,0.09811,0.07954,11/27/2015
2015,11,28,332,0.57,0.02837,0.0894,0.07169,11/28/2015
2015,11,29,333,0.89,0.4457,0.5336,0.303,11/29/2015
2015,11,30,334,0.88,0.8865,1.034,0.5191,11/30/2015
2015,12,1,335,6.09,1.815,1.851,1.386,12/1/2015
2015,12,2,336,2.92,1.768,2.251,1.27,12/2/2015
2015,12,3,337,1.76,1.838,1.577,0.7684,12/3/2015
2015,12,4,338,1.05,0.826,0.9263,0.4726,12/4/2015
2015,12,5,339,0.86,0.405,0.5777,0.3183,12/5/2015
2015,12,6,340,0.78,0.2201,0.3986,0.2339,12/6/2015
2015,12,7,341,0.75,0.134,0.3,0.1883,12/7/2015
2015,12,8,342,0.71,0.08587,0.2355,0.1568,12/8/2015
2015,12,9,343,0.69,0.06226,0.1913,0.1379,12/9/2015
2015,12,10,344,0.68,0.04713,0.1576,0.1213,12/10/2015
2015,12,11,345,0.66,0.03744,0.1322,0.1089,12/11/2015
2015,12,12,346,0.68,0.02897,0.1116,0.09872,12/12/2015
2015,12,13,347,0.65,0.024,0.1004,0.08815,12/13/2015
2015,12,14,348,0.66,0.02868,0.09476,0.08915,12/14/2015
2015,12,15,349,0.79,0.03574,0.09038,0.09172,12/15/2015
2015,12,16,350,0.7,0.03345,0.08287,0.0855,12/16/2015
2015,12,17,351,1.73,1.719,1.905,1.135,12/17/2015
2015,12,18,352,1.71,1.235,1.482,0.7899,12/18/2015
2015,12,19,353,0.83,0.8314,0.8738,0.4724,12/19/2015
2015,12,20,354,0.71,0.4745,0.5017,0.2983,12/20/2015
2015,12,21,355,0.68,0.2697,0.3184,0.2034,12/21/2015
2015,12,22,356,0.8,0.2221,0.282,0.1901,12/22/2015
2015,12,23,357,2.58,1.752,1.917,1.366,12/23/2015
2015,12,24,358,3.11,1.47,1.75,0.924,12/24/2015
2015,12,25,359,3.96,2.66,2.771,1.822,12/25/2015
2015,12,26,360,4.64,2.049,1.954,2.031,12/26/2015
2015,12,27,361,1.5,1.94,2.157,1.247,12/27/2015
2015,12,28,362,1.36,1.419,1.934,1.114,12/28/2015
2015,12,29,363,6.23,1.924,1.739,1.478,12/29/2015
2015,12,30,364,1.93,1.225,1.899,1.008,12/30/2015
2015,12,31,365,1.33,0.8305,1.149,0.7006,12/31/2015
2016,1,1,1,1.07,0.5343,0.7726,0.5402,1/1/2016
2016,1,2,2,0.98,0.3704,0.5724,0.458,1/2/2016
2016,1,3,3,0.92,0.2868,0.4634,0.4127,1/3/2016
2016,1,4,4,0.87,0.2556,0.3977,0.3949,1/4/2016
2016,1,5,5,0.84,0.2472,0.3578,0.3889,1/5/2016
2016,1,6,6,0.75,0.2552,0.3338,0.3828,1/6/2016
2016,1,7,7,0.78,0.263,0.3223,0.3816,1/7/2016
2016,1,8,8,0.8,0.2801,0.3137,0.3835,1/8/2016
2016,1,9,9,0.8,0.7488,0.8233,0.651,1/9/2016
2016,1,10,10,9.4,5.381,5.518,5.668,1/10/2016
2016,1,11,11,2.14,3.988,3.868,3.752,1/11/2016
2016,1,12,12,1.31,2.472,2.267,2.369,1/12/2016
2016,1,13,13,1.11,2.08,2.242,2.117,1/13/2016
2016,1,14,14,1.02,1.19,1.383,1.33,1/14/2016
2016,1,15,15,1.01,1.848,1.983,2.072,1/15/2016
2016,1,16,16,2.89,1.829,1.849,1.743,1/16/2016
2016,1,17,17,1.31,1.697,1.949,1.247,1/17/2016
2016,1,18,18,1.14,1.145,1.354,1.143,1/18/2016
2016,1,19,19,0.98,0.8742,1.071,0.9914,1/19/2016
2016,1,20,20,0.98,0.7449,0.915,0.8897,1/20/2016
2016,1,21,21,0.95,0.6949,0.8289,0.8479,1/21/2016
2016,1,22,22,0.95,0.6779,0.77,0.8227,1/22/2016
2016,1,23,23,1.67,0.6867,0.738,0.8126,1/23/2016
2016,1,24,24,3.51,0.6959,0.7112,0.8129,1/24/2016
2016,1,25,25,1.9,0.6993,0.6945,0.8094,1/25/2016
2016,1,26,26,1.53,8.108,9.216,8.5,1/26/2016
2016,1,27,27,3.37,8.482,9.914,7.539,1/27/2016
2016,1,28,28,2.58,5.085,5.72,4.248,1/28/2016
2016,1,29,29,1.82,3.118,3.54,2.699,1/29/2016
2016,1,30,30,1.47,3.755,4.564,3.057,1/30/2016
2016,1,31,31,1.95,6.171,9.895,13.2,1/31/2016
2016,2,1,32,10.02,4.48,6.419,9.261,2/1/2016
2016,2,2,33,6.97,2.823,3.73,5.04,2/2/2016
2016,2,3,34,16.23,5.75,6.44,8.114,2/3/2016
2016,2,4,35,11.19,4.039,4.45,4.968,2/4/2016
2016,2,5,36,3.99,2.743,2.917,3.186,2/5/2016
2016,2,6,37,2.37,2.127,2.293,2.31,2/6/2016
2016,2,7,38,1.91,2.071,2.469,2.086,2/7/2016
2016,2,8,39,1.65,1.476,1.929,1.779,2/8/2016
2016,2,9,40,3.06,2.009,1.855,1.931,2/9/2016
2016,2,10,41,2.31,2.018,2.243,2.026,2/10/2016
2016,2,11,42,1.55,1.712,1.912,1.833,2/11/2016
2016,2,12,43,1.38,1.549,1.706,1.72,2/12/2016
2016,2,13,44,1.32,1.475,1.569,2.132,2/13/2016
2016,2,14,45,1.3,1.455,1.484,1.782,2/14/2016
2016,2,15,46,1.3,1.468,1.422,1.726,2/15/2016
2016,2,16,47,14.75,11.13,17.37,15.47,2/16/2016
2016,2,17,48,5.1,7.767,10.59,8.714,2/17/2016
2016,2,18,49,2.61,4.663,5.581,4.947,2/18/2016
2016,2,19,50,1.89,3.086,3.276,3.243,2/19/2016
2016,2,20,51,1.71,2.305,2.189,2.597,2/20/2016
2016,2,21,52,1.84,2.137,1.94,2.252,2/21/2016
2016,2,22,53,1.75,1.823,2.343,2.008,2/22/2016
2016,2,23,54,3.85,2.509,2.059,2.537,2/23/2016
2016,2,24,55,12.6,6.481,6.154,6.311,2/24/2016
2016,2,25,56,12.4,4.837,4.565,4.563,2/25/2016
2016,2,26,57,2.8,3.373,3.08,3.348,2/26/2016
2016,2,27,58,2.02,2.582,2.283,2.771,2/27/2016
2016,2,28,59,1.77,2.139,2.064,2.46,2/28/2016
2016,2,29,60,1.61,2.093,1.936,2.286,2/29/2016
2016,3,1,61,1.47,1.896,2.404,2.2,3/1/2016
2016,3,2,62,1.64,1.819,2.045,2.179,3/2/2016
2016,3,3,63,1.41,1.79,1.869,2.175,3/3/2016
2016,3,4,64,1.45,1.792,1.758,2.171,3/4/2016
2016,3,5,65,1.4,1.762,1.66,2.139,3/5/2016
2016,3,6,66,1.34,1.741,1.572,2.117,3/6/2016
2016,3,7,67,1.31,1.737,1.516,2.108,3/7/2016
2016,3,8,68,1.29,1.706,1.461,2.045,3/8/2016
2016,3,9,69,1.27,2.133,1.425,2.026,3/9/2016
2016,3,10,70,1.25,1.788,1.393,2.01,3/10/2016
2016,3,11,71,1.23,1.709,1.359,2.016,3/11/2016
2016,3,12,72,1.17,1.675,1.332,1.966,3/12/2016
2016,3,13,73,1.25,2.931,2.33,3,3/13/2016
2016,3,14,74,3.62,2.818,2.05,2.72,3/14/2016
2016,3,15,75,1.68,2.398,1.861,2.383,3/15/2016
2016,3,16,76,1.4,2.018,2.255,2.17,3/16/2016
2016,3,17,77,1.31,1.99,1.822,2.03,3/17/2016
2016,3,18,78,1.25,1.763,1.614,1.951,3/18/2016
2016,3,19,79,1.36,2.265,1.708,2.354,3/19/2016
2016,3,20,80,2.04,2.115,2.131,2.212,3/20/2016
2016,3,21,81,1.36,2.063,1.805,2.013,3/21/2016
2016,3,22,82,1.22,1.76,1.581,1.908,3/22/2016
2016,3,23,83,1.19,2.019,1.437,1.976,3/23/2016
2016,3,24,84,1.16,1.583,1.327,1.812,3/24/2016
2016,3,25,85,1.16,1.452,1.253,1.717,3/25/2016
2016,3,26,86,1.1,1.405,1.185,2.103,3/26/2016
2016,3,27,87,1.08,1.385,1.147,1.741,3/27/2016
2016,3,28,88,1.78,1.82,2.117,2.119,3/28/2016
2016,3,29,89,1.32,1.877,1.704,1.932,3/29/2016
2016,3,30,90,1.12,1.838,1.489,1.952,3/30/2016
2016,3,31,91,1.13,1.969,1.298,1.724,3/31/2016
2016,4,1,92,1.14,1.472,1.181,1.609,4/1/2016
2016,4,2,93,1.13,1.366,1.157,1.574,4/2/2016
2016,4,3,94,1.08,1.278,1.069,1.517,4/3/2016
2016,4,4,95,1.03,1.222,1.007,1.457,4/4/2016
2016,4,5,96,1.08,1.181,0.956,1.416,4/5/2016
2016,4,6,97,1.01,1.146,0.9163,1.383,4/6/2016
2016,4,7,98,6.71,4.782,4.6,3.491,4/7/2016
2016,4,8,99,2.89,3.888,3.486,2.878,4/8/2016
2016,4,9,100,1.55,2.71,2.274,2.257,4/9/2016
2016,4,10,101,1.25,2.086,1.888,1.963,4/10/2016
2016,4,11,102,1.16,1.948,1.954,2.041,4/11/2016
2016,4,12,103,1.16,1.306,1.415,1.482,4/12/2016
2016,4,13,104,1.05,1.09,1.172,1.307,4/13/2016
2016,4,14,105,1.02,1.15,1.026,1.231,4/14/2016
2016,4,15,106,1,1.067,0.9222,1.171,4/15/2016
2016,4,16,107,0.99,0.9856,0.8522,1.13,4/16/2016
2016,4,17,108,0.95,0.9319,0.7972,1.24,4/17/2016
2016,4,18,109,0.95,0.8874,0.7456,1.172,4/18/2016
2016,4,19,110,0.93,0.8602,0.7114,1.095,4/19/2016
2016,4,20,111,0.88,0.8364,0.6777,1.044,4/20/2016
2016,4,21,112,0.87,0.8169,0.6508,1.007,4/21/2016
2016,4,22,113,0.89,0.7995,0.6291,0.9832,4/22/2016
2016,4,23,114,1.05,1.084,0.936,1.136,4/23/2016
2016,4,24,115,0.98,0.9607,0.8287,1.034,4/24/2016
2016,4,25,116,0.85,0.8434,0.7027,0.9575,4/25/2016
2016,4,26,117,0.84,0.7602,0.6151,0.9001,4/26/2016
2016,4,27,118,0.79,0.7215,0.5716,0.8741,4/27/2016
2016,4,28,119,1.49,1.79,1.73,1.427,4/28/2016
2016,4,29,120,1.49,1.43,1.491,1.175,4/29/2016
2016,4,30,121,0.96,1.21,1.09,1.131,4/30/2016
2016,5,1,122,2.78,1.919,1.776,1.892,5/1/2016
2016,5,2,123,5.8,9.514,10.01,7.143,5/2/2016
2016,5,3,124,13.82,8.307,8.851,5.869,5/3/2016
2016,5,4,125,5.04,4.655,4.848,3.503,5/4/2016
2016,5,5,126,2.15,2.674,2.699,2.251,5/5/2016
2016,5,6,127,7.53,5.792,6.142,5.21,5/6/2016
2016,5,7,128,5.89,3.909,4.142,3.447,5/7/2016
2016,5,8,129,2.07,2.403,2.532,2.253,5/8/2016
2016,5,9,130,1.48,2.153,2.014,1.764,5/9/2016
2016,5,10,131,1.52,1.262,1.925,1.649,5/10/2016
2016,5,11,132,2.14,1.119,1.606,1.361,5/11/2016
2016,5,12,133,2.04,0.8258,1.201,1.048,5/12/2016
2016,5,13,134,1.41,0.6508,0.9325,0.86,5/13/2016
2016,5,14,135,1.5,0.8305,1.068,0.931,5/14/2016
2016,5,15,136,1.68,0.6886,0.8593,0.7938,5/15/2016
2016,5,16,137,1.11,0.5624,0.6717,0.6494,5/16/2016
2016,5,17,138,1.72,1.348,1.474,1.088,5/17/2016
2016,5,18,139,1.83,1.033,1.141,0.8236,5/18/2016
2016,5,19,140,1.19,0.7231,0.7867,0.6198,5/19/2016
2016,5,20,141,1.07,0.5411,0.5505,0.4668,5/20/2016
2016,5,21,142,2.73,2,2.005,1.376,5/21/2016
2016,5,22,143,2.94,3.683,3.631,2.364,5/22/2016
2016,5,23,144,6.88,4.288,4.21,2.749,5/23/2016
2016,5,24,145,4.81,2.766,2.627,2.087,5/24/2016
2016,5,25,146,1.71,1.736,1.887,1.681,5/25/2016
2016,5,26,147,1.32,1.385,1.617,1.01,5/26/2016
2016,5,27,148,1.16,0.6547,0.9918,0.6982,5/27/2016
2016,5,28,149,1.07,0.3793,0.7011,0.5415,5/28/2016
2016,5,29,150,1,0.2658,0.546,0.462,5/29/2016
2016,5,30,151,1.05,0.2063,0.4409,0.4126,5/30/2016
2016,5,31,152,0.96,0.1719,0.3688,0.3794,5/31/2016
2016,6,1,153,0.91,0.1321,0.3207,0.3522,6/1/2016
2016,6,2,154,0.84,0.1128,0.2851,0.3435,6/2/2016
2016,6,3,155,12.15,3.355,3.756,2.495,6/3/2016
2016,6,4,156,6.94,2.688,2.811,1.956,6/4/2016
2016,6,5,157,1.69,1.85,1.913,1.854,6/5/2016
2016,6,6,158,1.29,1.48,1.656,1.073,6/6/2016
2016,6,7,159,1.06,0.6831,1.001,0.6926,6/7/2016
2016,6,8,160,0.95,0.3811,0.6866,0.5046,6/8/2016
2016,6,9,161,0.82,0.2488,0.5075,0.4093,6/9/2016
2016,6,10,162,0.77,0.1902,0.401,0.3508,6/10/2016
2016,6,11,163,0.76,0.1537,0.3239,0.3163,6/11/2016
2016,6,12,164,0.74,0.1365,0.269,0.2944,6/12/2016
2016,6,13,165,0.65,0.1173,0.2245,0.2619,6/13/2016
2016,6,14,166,0.62,0.09954,0.1919,0.2349,6/14/2016
2016,6,15,167,0.63,0.2194,0.3026,0.3086,6/15/2016
2016,6,16,168,0.96,22.08,22.5,22.45,6/16/2016
2016,6,17,169,7.45,12.53,12.75,10.62,6/17/2016
